2025-04-22 01:20:33,537 - DEBUG    - memory.longterm - LongTermMemoryFile initialized.
2025-04-23 00:12:01,666 - DEBUG    - memory.dynamic  - Dynamic memory state (after pop): ['User: \'I... I\'m really sorry... I didn\'t want to be... Be like that... Im really sorry...\'. Poppy: \'*Poppy avoids eye contact, her shoulders tense as she quietly murmurs, "It\'s okay. Let\'s just move on."*\n\nYou know, I appreciate the apology, but let\'s just focus on what we need to do now. We have a project to complete, and I\'m not about to let your... issues hold us back. So, what\'s the plan? Let\'s get this over with.\'. [Loc: Science class] [Act: Waiting before the project discussion] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Unsafe, Ashamed, Fearful, In Control, Inauthentic, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]', "User: 'Before you came to class, I talked with the teacher, she let us give her the project in two days... Or it was three? Anyway, we have more time *I smile softly looking at you*'. Poppy: '*Poppy gives a faint, forced smile, her eyes briefly meeting Lin's before flickering away, her hands fidgeting nervously with the edge of her notebook*\n\nWell, that's a relief. I guess we have a bit more time to salvage this mess. So, what exactly did you tell her? Did you mention why we're behind? Because I'm not keen on looking like the bad guy here.'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Unsafe, Ashamed, Powerless, Fearful, Inauthentic, Joyful, Isolated, Fatigued, Invalidated] [Fatigue: 100.0] [Sleeping: False]", "System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work."]
2025-04-23 00:12:01,666 - INFO     - memory.dynamic  - Added to dynamic: 'System Context: Background: Lin fell asleep at Poppy's house yesterday...' | Proposed relevant to active. | Popped oldest due to capacity: 'System Context: Background: Lin fell asleep at Poppy's house yesterday...'
2025-04-23 00:12:01,666 - DEBUG    - memory.dynamic  - --- DynamicMemory: add_memory finished ---
2025-04-23 00:14:02,307 - DEBUG    - memory.dynamic  - Returning current dynamic state: {'location': 'Science class', 'action': 'Talking', 'recent_memories': 'User: \'I... I\'m really sorry... I didn\'t want to be... Be like that... Im really sorry...\'. Poppy: \'*Poppy avoids eye contact, her shoulders tense as she quietly murmurs, "It\'s okay. Let\'s just move on."*\n\nYou know, I appreciate the apology, but let\'s just focus on what we need to do now. We have a project to complete, and I\'m not about to let your... issues hold us back. So, what\'s the plan? Let\'s get this over with.\'. [Loc: Science class] [Act: Waiting before the project discussion] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Unsafe, Ashamed, Fearful, In Control, Inauthentic, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False] | User: \'Before you came to class, I talked with the teacher, she let us give her the project in two days... Or it was three? Anyway, we have more time *I smile softly looking at you*\'. Poppy: \'*Poppy gives a faint, forced smile, her eyes briefly meeting Lin\'s before flickering away, her hands fidgeting nervously with the edge of her notebook*\n\nWell, that\'s a relief. I guess we have a bit more time to salvage this mess. So, what exactly did you tell her? Did you mention why we\'re behind? Because I\'m not keen on looking like the bad guy here.\'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Unsafe, Ashamed, Powerless, Fearful, Inauthentic, Joyful, Isolated, Fatigued, Invalidated] [Fatigue: 100.0] [Sleeping: False] | System Context: Background: Lin fell asleep at Poppy\'s house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work.'}
2025-04-23 00:14:02,308 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories called ---
2025-04-23 00:14:02,308 - DEBUG    - memory.vector   - Query text: '*I just smile shyly touching my own pinky fingers* Hehe... Topic: Initial Setup / Project Discussion...'
2025-04-23 00:14:02,308 - DEBUG    - memory.vector   - k: 5, threshold: None
2025-04-23 00:14:02,362 - DEBUG    - memory.vector   - Query embedding shape: (1, 384)
2025-04-23 00:14:02,362 - DEBUG    - memory.vector   - Searching FAISS index with k=4
2025-04-23 00:14:02,386 - DEBUG    - memory.vector   - FAISS search results - Distances: [[1.4221874 1.4788809 1.7238185 1.7238185]], IDs: [[2 1 0 3]]
2025-04-23 00:14:02,386 - DEBUG    - memory.vector   - Retrieved relevant memory ID 2 with distance 1.4221874475479126
2025-04-23 00:14:02,386 - DEBUG    - memory.vector   - Retrieved relevant memory ID 1 with distance 1.4788808822631836
2025-04-23 00:14:02,386 - DEBUG    - memory.vector   - Retrieved relevant memory ID 0 with distance 1.7238185405731201
2025-04-23 00:14:02,387 - DEBUG    - memory.vector   - Retrieved relevant memory ID 3 with distance 1.7238185405731201
2025-04-23 00:14:02,387 - INFO     - memory.vector   - Retrieved 4 relevant memories for query.
2025-04-23 00:14:02,387 - DEBUG    - memory.vector   - --- VectorMemory: retrieve_relevant_memories finished ---
2025-04-23 00:15:34,795 - DEBUG    - memory.dynamic  - --- DynamicMemory: add_memory called ---
2025-04-23 00:15:34,796 - DEBUG    - memory.dynamic  - Input memory: 'User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Poppy: '*Poppy rolls her eyes sl...'
2025-04-23 00:15:34,796 - DEBUG    - memory.dynamic  - Current dynamic memory state (before add): ['User: \'I... I\'m really sorry... I didn\'t want to be... Be like that... Im really sorry...\'. Poppy: \'*Poppy avoids eye contact, her shoulders tense as she quietly murmurs, "It\'s okay. Let\'s just move on."*\n\nYou know, I appreciate the apology, but let\'s just focus on what we need to do now. We have a project to complete, and I\'m not about to let your... issues hold us back. So, what\'s the plan? Let\'s get this over with.\'. [Loc: Science class] [Act: Waiting before the project discussion] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Unsafe, Ashamed, Fearful, In Control, Inauthentic, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]', "User: 'Before you came to class, I talked with the teacher, she let us give her the project in two days... Or it was three? Anyway, we have more time *I smile softly looking at you*'. Poppy: '*Poppy gives a faint, forced smile, her eyes briefly meeting Lin's before flickering away, her hands fidgeting nervously with the edge of her notebook*\n\nWell, that's a relief. I guess we have a bit more time to salvage this mess. So, what exactly did you tell her? Did you mention why we're behind? Because I'm not keen on looking like the bad guy here.'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Unsafe, Ashamed, Powerless, Fearful, Inauthentic, Joyful, Isolated, Fatigued, Invalidated] [Fatigue: 100.0] [Sleeping: False]", "System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work."]
2025-04-23 00:15:34,796 - DEBUG    - memory.dynamic  - Relevance check for 'User: '*I just smile shyly touching my own pinky f...': True
2025-04-23 00:15:34,796 - DEBUG    - memory.dynamic  - Is new memory relevant? True
2025-04-23 00:15:34,796 - DEBUG    - memory.dynamic  - Is memory already in active? False
2025-04-23 00:15:34,796 - DEBUG    - memory.dynamic  - Dynamic memory state (after add): ['User: \'I... I\'m really sorry... I didn\'t want to be... Be like that... Im really sorry...\'. Poppy: \'*Poppy avoids eye contact, her shoulders tense as she quietly murmurs, "It\'s okay. Let\'s just move on."*\n\nYou know, I appreciate the apology, but let\'s just focus on what we need to do now. We have a project to complete, and I\'m not about to let your... issues hold us back. So, what\'s the plan? Let\'s get this over with.\'. [Loc: Science class] [Act: Waiting before the project discussion] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Unsafe, Ashamed, Fearful, In Control, Inauthentic, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]', "User: 'Before you came to class, I talked with the teacher, she let us give her the project in two days... Or it was three? Anyway, we have more time *I smile softly looking at you*'. Poppy: '*Poppy gives a faint, forced smile, her eyes briefly meeting Lin's before flickering away, her hands fidgeting nervously with the edge of her notebook*\n\nWell, that's a relief. I guess we have a bit more time to salvage this mess. So, what exactly did you tell her? Did you mention why we're behind? Because I'm not keen on looking like the bad guy here.'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Unsafe, Ashamed, Powerless, Fearful, Inauthentic, Joyful, Isolated, Fatigued, Invalidated] [Fatigue: 100.0] [Sleeping: False]", "System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work.", "User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Poppy: '*Poppy rolls her eyes slightly, her shoulders tensing as she looks back down at her notebook, her fingers tracing the edges of the pages*\n\nOh, great. So, we're just going to ignore the elephant in the room? Fine by me. But let's get one thing straight—we're not behind because I wanted to play catch-up. We're behind because you... well, you know why. So, let's not waste this extra time. What do we need to do to get this project back on track? And don't just stand there smiling—tell me what you've got in mind.'. [Loc: Science class] [Act: Talking] [Topic: Food/Snacks Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]"]
2025-04-23 00:15:34,797 - DEBUG    - memory.dynamic  - Proposing relevant memory to active: 'User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Po...'
2025-04-23 00:15:34,797 - DEBUG    - memory.active   - --- ActiveMemory: add_memory called ---
2025-04-23 00:15:34,797 - DEBUG    - memory.active   - Input memory: 'User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Poppy: '*Poppy rolls her eyes sl...'
2025-04-23 00:15:34,797 - DEBUG    - memory.active   - Current active memory state (before add, size 1): ["System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work."]
2025-04-23 00:15:34,797 - INFO     - memory.active   - Added to active memory: 'User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Po...'
2025-04-23 00:15:34,797 - DEBUG    - memory.active   - Active memory state (after add, size 2): ["System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work.", "User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Poppy: '*Poppy rolls her eyes slightly, her shoulders tensing as she looks back down at her notebook, her fingers tracing the edges of the pages*\n\nOh, great. So, we're just going to ignore the elephant in the room? Fine by me. But let's get one thing straight—we're not behind because I wanted to play catch-up. We're behind because you... well, you know why. So, let's not waste this extra time. What do we need to do to get this project back on track? And don't just stand there smiling—tell me what you've got in mind.'. [Loc: Science class] [Act: Talking] [Topic: Food/Snacks Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]"]
2025-04-23 00:15:34,797 - DEBUG    - memory.active   - Message count incremented to: 2
2025-04-23 00:15:34,797 - DEBUG    - memory.active   - --- ActiveMemory: add_memory finished ---
2025-04-23 00:15:34,797 - DEBUG    - memory.dynamic  - Popped oldest memory: 'User: 'I... I'm really sorry... I didn't want to be... Be like that... Im really sorry...'. Poppy: '...'
2025-04-23 00:15:34,797 - DEBUG    - memory.dynamic  - Dynamic memory state (after pop): ["User: 'Before you came to class, I talked with the teacher, she let us give her the project in two days... Or it was three? Anyway, we have more time *I smile softly looking at you*'. Poppy: '*Poppy gives a faint, forced smile, her eyes briefly meeting Lin's before flickering away, her hands fidgeting nervously with the edge of her notebook*\n\nWell, that's a relief. I guess we have a bit more time to salvage this mess. So, what exactly did you tell her? Did you mention why we're behind? Because I'm not keen on looking like the bad guy here.'. [Loc: Science class] [Act: Talking] [Topic: Personal/Emotional Discussion] [Pending: None] [Emo: Unsafe, Ashamed, Powerless, Fearful, Inauthentic, Joyful, Isolated, Fatigued, Invalidated] [Fatigue: 100.0] [Sleeping: False]", "System Context: Background: Lin fell asleep at Poppy's house yesterday, missing project work. They are now in Science Class. Poppy is irritated about the extra work.", "User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Poppy: '*Poppy rolls her eyes slightly, her shoulders tensing as she looks back down at her notebook, her fingers tracing the edges of the pages*\n\nOh, great. So, we're just going to ignore the elephant in the room? Fine by me. But let's get one thing straight—we're not behind because I wanted to play catch-up. We're behind because you... well, you know why. So, let's not waste this extra time. What do we need to do to get this project back on track? And don't just stand there smiling—tell me what you've got in mind.'. [Loc: Science class] [Act: Talking] [Topic: Food/Snacks Discussion] [Pending: None] [Emo: Fatigued, Inauthentic, Ashamed, Unsafe, Powerless, Joyful, Isolated, Invalidated] [Fatigue: 100.0] [Sleeping: False]"]
2025-04-23 00:15:34,797 - INFO     - memory.dynamic  - Added to dynamic: 'User: '*I just smile shyly touching my own pinky fingers* Hehe...'. Po...' | Proposed relevant to active. | Popped oldest due to capacity: 'User: 'I... I'm really sorry... I didn't want to be... Be like that......'
